id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
339,PL584,MS,AP+FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Kumar, D; Asolekar, SR; Sharma, SK"",""title"":""Post-treatment and reuse of secondary effluents using natural Itreatment systems: the Indian practices"",""journal"":""ENVIRONMENTAL MONITORING AND ASSESSMENT"",""year"":""2015"",""volume"":""187"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.1007/s10661-015-4792-z"",""wos"":""WOS:000362284700007""}",213.333,NA,NA,NA,14.9868,NA,NA,42,NA,NA,NA,11.9817,NA,NA,NA,27,NA,NA,NA,NA,30000,NA,13000,NA,0,2223380,31233.1,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
340,PL717 1st MP,PL,MP_PL,Secondary treated wastewater,NA,"{""authors"":""von Sperling, M"",""title"":""Comparison of simple, small, full-scale sewage treatment systems in Brazil: UASB-maturation ponds-coarse filter; UASB-horizontal subsurface-flow wetland; vertical-flow wetland (first stage of French system)"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2015"",""volume"":""71"",""issue"":""3"",""startpage"":""329"",""endpage"":""337"",""doi"":""10.2166/wst.2014.496"",""wos"":""WOS:000351210900003""}",78,35,161,0.2,29,1.7,NA,60,27,147,0.2,21,2,NA,22,22.1,46100000,403000,NA,NA,131.25,96,33,220,264,594,191.172,-9.9,2021-03-04 12:09:28,NA,NA,NA,NA,2015
341,PL717 2nd MP,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""von Sperling, M"",""title"":""Comparison of simple, small, full-scale sewage treatment systems in Brazil: UASB-maturation ponds-coarse filter; UASB-horizontal subsurface-flow wetland; vertical-flow wetland (first stage of French system)"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2015"",""volume"":""71"",""issue"":""3"",""startpage"":""329"",""endpage"":""337"",""doi"":""10.2166/wst.2014.496"",""wos"":""WOS:000351210900003""}",60,27,147,0.2,21,2,NA,57,22,140,0.32,14,1.9,NA,22,22.1,403000,24700,NA,NA,131.25,96,33,220,165,99,154,3.3,2021-03-04 12:09:28,NA,NA,NA,NA,2015
342,PL717 3rd MP,PL,MP_PL,Pretreated domestic wastewater,NA,"{""authors"":""von Sperling, M"",""title"":""Comparison of simple, small, full-scale sewage treatment systems in Brazil: UASB-maturation ponds-coarse filter; UASB-horizontal subsurface-flow wetland; vertical-flow wetland (first stage of French system)"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2015"",""volume"":""71"",""issue"":""3"",""startpage"":""329"",""endpage"":""337"",""doi"":""10.2166/wst.2014.496"",""wos"":""WOS:000351210900003""}",57,22,140,0.32,14,1.9,NA,59,15,158,0.32,11,2,NA,22,22.1,46100000,1770,NA,NA,131.25,309.6,33,220,231,0,77.7857,-3.3,2021-03-04 12:09:28,NA,NA,NA,NA,2015
343,PL717 allMP,PL,MP_PL,Secondary treated wastewater,WWTP,"{""authors"":""von Sperling, M"",""title"":""Comparison of simple, small, full-scale sewage treatment systems in Brazil: UASB-maturation ponds-coarse filter; UASB-horizontal subsurface-flow wetland; vertical-flow wetland (first stage of French system)"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2015"",""volume"":""71"",""issue"":""3"",""startpage"":""329"",""endpage"":""337"",""doi"":""10.2166/wst.2014.496"",""wos"":""WOS:000351210900003""}",78,35,161,0.2,29,1.7,NA,59,15,158,0.32,11,2,NA,22,22.1,46100000,1770,NA,NA,393.75,501.6,33,220,660,627,225.31,-9.9,2021-03-04 12:09:28,NA,NA,NA,NA,2015
344,PL824,MS,FP+MP_PL,Raw domestic wastewater,WWTP,"{""authors"":""Salgot, M; Torrens, A; Casanova, P; Queralt, E; Elhachemi, O; Elhalouani, H; Gonzalez, C"",""title"":""Management of water resources in the oasis of Figuig, Morocco"",""journal"":""DESALINATION AND WATER TREATMENT"",""year"":""2014"",""volume"":""52"",""issue"":""13 -- 15"",""startpage"":""2841"",""endpage"":""2849"",""doi"":""10.1080/19443994.2013.807082"",""wos"":""WOS:000333884400057""}",372,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,35,NA,1400,NA,60,1200,0,13800.5,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2014
345,SIS38,SIS,SIS_S,Raw domestic wastewater,WWTP,"{""authors"":""Ye, C; Hu, ZB; Kong, HN; Wang, XZ; He, SB"",""title"":""A new soil infiltration technology for decentralized sewage treatment: Two-stage anaerobic tank and soil trench system"",""journal"":""PEDOSPHERE"",""year"":""2008"",""volume"":""18"",""issue"":""3"",""startpage"":""401"",""endpage"":""408"",""doi"":""10.1016/S1002-0160(08)60031-4"",""wos"":""WOS:000256128300015""}",190,40,512,NA,40,4.5,NA,9.5,11.4,38.4,NA,1,0.27,NA,NA,18,NA,NA,NA,NA,900,NA,90,1100,2574,16245,87.75,380.7,2021-03-04 12:09:28,NA,NA,NA,NA,2008
346,SIS40 2,SIS,SIS_S,Pretreated domestic wastewater,NA,"{""authors"":""Gill, LW; O'Suilleabhain, C; Misstear, BDR; Johnston, P; Patel, T; O'Luanaigh, N"",""title"":""Nitrogen loading on groundwater from the discharge of on-site domestic wastewater effluent into different subsoils in Ireland"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2008"",""volume"":""57"",""issue"":""12"",""startpage"":""1921"",""endpage"":""1926"",""doi"":""10.2166/wst.2008.336"",""wos"":""WOS:000257325800009""}",NA,68.8095,NA,NA,NA,NA,NA,NA,16.1905,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,300,NA,0.42,4,22.1,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2008
347,SIS40 3,SIS,SIS_R,Pretreated domestic wastewater,NA,"{""authors"":""Gill, LW; O'Suilleabhain, C; Misstear, BDR; Johnston, P; Patel, T; O'Luanaigh, N"",""title"":""Nitrogen loading on groundwater from the discharge of on-site domestic wastewater effluent into different subsoils in Ireland"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2008"",""volume"":""57"",""issue"":""12"",""startpage"":""1921"",""endpage"":""1926"",""doi"":""10.2166/wst.2008.336"",""wos"":""WOS:000257325800009""}",NA,32.9268,NA,NA,NA,NA,NA,NA,6.40244,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,300,NA,0.328,4,8.7,0,NA,0,2021-03-04 12:09:28,NA,NA,NA,NA,2008
348,SIS40 5,SIS,SIS_S,Secondary treated wastewater,NA,"{""authors"":""Gill, LW; O'Suilleabhain, C; Misstear, BDR; Johnston, P; Patel, T; O'Luanaigh, N"",""title"":""Nitrogen loading on groundwater from the discharge of on-site domestic wastewater effluent into different subsoils in Ireland"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2008"",""volume"":""57"",""issue"":""12"",""startpage"":""1921"",""endpage"":""1926"",""doi"":""10.2166/wst.2008.336"",""wos"":""WOS:000257325800009""}",NA,61.3333,NA,NA,NA,NA,NA,NA,55.6667,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,300,NA,0.3,5,1.7,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2008
349,SIS40 6,SIS,SIS_R,Secondary treated wastewater,NA,"{""authors"":""Gill, LW; O'Suilleabhain, C; Misstear, BDR; Johnston, P; Patel, T; O'Luanaigh, N"",""title"":""Nitrogen loading on groundwater from the discharge of on-site domestic wastewater effluent into different subsoils in Ireland"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2008"",""volume"":""57"",""issue"":""12"",""startpage"":""1921"",""endpage"":""1926"",""doi"":""10.2166/wst.2008.336"",""wos"":""WOS:000257325800009""}",NA,34.9594,NA,NA,NA,NA,NA,NA,25.813,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,300,NA,0.492,4,4.5,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2008
350,SIS41 (1),SIS,SIS_S,Pretreated domestic wastewater,NA,"{""authors"":""Gill, LW; P'Sulleabhain, C; Misstear, BDR; Johnston, PJ"",""title"":""The treatment performance of different subsoils in Ireland receiving on-site wastewater effluent"",""journal"":""JOURNAL OF ENVIRONMENTAL QUALITY"",""year"":""2007"",""volume"":""36"",""issue"":""6"",""startpage"":""1843"",""endpage"":""1855"",""doi"":""10.2134/jeq2007.0064"",""wos"":""WOS:000250972400032""}",NA,NA,383,0.7,53,NA,14.2,NA,NA,95.75,37.2493,26.7431,NA,5.73066,NA,10,7100000,99,NA,NA,300,NA,0.1047,4,0,0,1.38716,0.88674,2021-03-04 12:09:28,NA,NA,NA,NA,2007
351,SIS41 (2),SIS,SIS_S,Secondary treated wastewater,NA,"{""authors"":""Gill, LW; P'Sulleabhain, C; Misstear, BDR; Johnston, PJ"",""title"":""The treatment performance of different subsoils in Ireland receiving on-site wastewater effluent"",""journal"":""JOURNAL OF ENVIRONMENTAL QUALITY"",""year"":""2007"",""volume"":""36"",""issue"":""6"",""startpage"":""1843"",""endpage"":""1855"",""doi"":""10.2134/jeq2007.0064"",""wos"":""WOS:000250972400032""}",NA,NA,188,36.9,19.7,NA,33.6,NA,NA,47,NA,NA,NA,NA,NA,10,150000,100,NA,NA,300,NA,0.0602,5,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2007
352,SIS41 (3),SIS,SIS_R,Pretreated domestic wastewater,NA,"{""authors"":""Gill, LW; P'Sulleabhain, C; Misstear, BDR; Johnston, PJ"",""title"":""The treatment performance of different subsoils in Ireland receiving on-site wastewater effluent"",""journal"":""JOURNAL OF ENVIRONMENTAL QUALITY"",""year"":""2007"",""volume"":""36"",""issue"":""6"",""startpage"":""1843"",""endpage"":""1855"",""doi"":""10.2134/jeq2007.0064"",""wos"":""WOS:000250972400032""}",NA,NA,1322,2.1,44.2,NA,8.2,NA,NA,145.42,14.5808,9.72053,NA,NA,NA,10,120000,99,NA,NA,300,NA,0.0823,4,0,0,0.624063,0.67486,2021-03-04 12:09:28,NA,NA,NA,NA,2007
353,SIS41 (4),SIS,SIS_R,Secondary treated wastewater,NA,"{""authors"":""Gill, LW; P'Sulleabhain, C; Misstear, BDR; Johnston, PJ"",""title"":""The treatment performance of different subsoils in Ireland receiving on-site wastewater effluent"",""journal"":""JOURNAL OF ENVIRONMENTAL QUALITY"",""year"":""2007"",""volume"":""36"",""issue"":""6"",""startpage"":""1843"",""endpage"":""1855"",""doi"":""10.2134/jeq2007.0064"",""wos"":""WOS:000250972400032""}",NA,NA,199,40.8,7.4,NA,8,NA,NA,49.75,98.374,4.87805,NA,1.62602,NA,10,2700,99,NA,NA,300,NA,0.123,4,0,0,0.204483,0.784,2021-03-04 12:09:28,NA,NA,NA,NA,2007
354,SIS5 Nov,SIS,SIS_R,Secondary treated wastewater,WWTP,"{""authors"":""Muntau, M; Schulz, M; Jewell, KS; Hermes, N; Hubner, U; Ternes, T; Drewes, JE"",""title"":""Evaluation of the short-term fate and transport of chemicals of emerging concern during soil-aquifer treatment using select transformation products as intrinsic redox-sensitive tracers"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2017"",""volume"":""583"",""issue"":""undefined"",""startpage"":""10"",""endpage"":""18"",""doi"":""10.1016/j.scitotenv.2016.12.165"",""wos"":""WOS:000394556400002""}",NA,NA,29.3,5,9,NA,NA,NA,NA,14,10,0.1,NA,NA,NA,4,NA,NA,NA,NA,1225,NA,122.596,167428,0,0,NA,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
355,SIS5 Sep,SIS,SIS_S,Secondary treated wastewater,WWTP,"{""authors"":""Muntau, M; Schulz, M; Jewell, KS; Hermes, N; Hubner, U; Ternes, T; Drewes, JE"",""title"":""Evaluation of the short-term fate and transport of chemicals of emerging concern during soil-aquifer treatment using select transformation products as intrinsic redox-sensitive tracers"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2017"",""volume"":""583"",""issue"":""undefined"",""startpage"":""10"",""endpage"":""18"",""doi"":""10.1016/j.scitotenv.2016.12.165"",""wos"":""WOS:000394556400002""}",NA,NA,28.1,5,9,NA,NA,NA,NA,18.5,10,2.6,NA,NA,NA,14,NA,NA,NA,NA,1225,NA,109.184,167428,0,0,201.868,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
356,SIS69,SIS,SIS_R,Raw domestic wastewater,NA,"{""authors"":""Hou, LZ; Hu, B; He, MM; Xu, X; Zhang, WJ"",""title"":""Effect of intermittent operation model on the function of soil infiltration system"",""journal"":""ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH"",""year"":""2018"",""volume"":""25"",""issue"":""10"",""startpage"":""9615"",""endpage"":""9625"",""doi"":""10.1007/s11356-018-1238-5"",""wos"":""WOS:000429561900039""}",NA,NA,260,6.2,26.5,1.85,NA,NA,NA,15.7667,1.11667,1.145,0.408333,NA,NA,20.5,NA,NA,NA,NA,0.06,NA,0.0432,NA,0,0,0,0.06228,2021-03-04 12:09:28,NA,NA,NA,NA,2018
357,SIS71,SIS,SIS_S,Secondary treated wastewater,NA,"{""authors"":""Massmann, G; Greskowiak, J; Dunnbier, U; Zuehlke, S; Knappe, A; Pekdeger, A"",""title"":""The impact of variable temperatures on the redox conditions and the behaviour of pharmaceutical residues during artificial recharge"",""journal"":""JOURNAL OF HYDROLOGY"",""year"":""2006"",""volume"":""328"",""issue"":""1 -- 2"",""startpage"":""141"",""endpage"":""156"",""doi"":""10.1016/j.jhydrol.2005.12.009"",""wos"":""WOS:000240248300013""}",NA,NA,NA,2.2409,NA,NA,NA,NA,NA,NA,2.10084,NA,NA,NA,NA,12,NA,NA,NA,NA,348392,NA,11205.5,NA,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2006
358,SIS72,SIS,SIS_S,Secondary treated wastewater,NA,"{""authors"":""Al-Kharabsheh, A"",""title"":""Ground-water quality deterioration in arid areas: a case study of the Zerqa river basin as influenced by Khirbet Es-Samra waste water (Jordan)"",""journal"":""JOURNAL OF ARID ENVIRONMENTS"",""year"":""1999"",""volume"":""43"",""issue"":""3"",""startpage"":""227"",""endpage"":""239"",""doi"":""10.1006/jare.1999.0551"",""wos"":""undefined""}",183,NA,201,6.32511,84.507,NA,4.24144,1e-5,NA,52,17.9362,0.104053,NA,0.114192,22.075,17.5,NA,NA,NA,NA,16500000,NA,68000,NA,0,12444000,0,280653,2021-03-04 12:09:28,NA,NA,NA,NA,1999
359,WS14,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Brix, H; Arias, CA"",""title"":""Danish guidelines for small-scale constructed wetland systems for onsite treatment of domestic sewage"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2005"",""volume"":""51"",""issue"":""9"",""startpage"":""1"",""endpage"":""9"",""doi"":""10.2166/wst.2005.0275"",""wos"":""WOS:000230689300002""}",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,210,12600,0.6,5,0,180,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2005
360,WS15 site I,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Willow-based evapotranspiration systems for on-site wastewater effluent in areas of low permeability subsoils"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""92"",""issue"":""undefined"",""startpage"":""199"",""endpage"":""209"",""doi"":""10.1016/j.ecoleng.2016.03.032"",""wos"":""undefined""}",NA,62.5,596,0.6,51.2,NA,10.9,NA,9.8,42.6,NA,NA,NA,0.59,NA,10.6,2900000,19.5,NA,NA,296,20348.8,0.6284,4,39.275,0,0,6.84956,2021-03-04 12:09:28,NA,NA,NA,NA,2016
361,WS15 site II,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Willow-based evapotranspiration systems for on-site wastewater effluent in areas of low permeability subsoils"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""92"",""issue"":""undefined"",""startpage"":""199"",""endpage"":""209"",""doi"":""10.1016/j.ecoleng.2016.03.032"",""wos"":""undefined""}",NA,105.5,596,0.7,54.7,17.2,NA,NA,9.8,42.6,NA,NA,NA,NA,NA,10.6,4400000,42.1,NA,NA,420,50866.3,0.3567,3,37.6319,0,0,6.13524,2021-03-04 12:09:28,NA,NA,NA,NA,2016
362,WS15 site III,WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Willow-based evapotranspiration systems for on-site wastewater effluent in areas of low permeability subsoils"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""92"",""issue"":""undefined"",""startpage"":""199"",""endpage"":""209"",""doi"":""10.1016/j.ecoleng.2016.03.032"",""wos"":""undefined""}",NA,89.6,NA,48.6,12.1,5.6,NA,NA,9.8,42.6,NA,NA,0.59,NA,NA,10.6,390000,12.8,NA,NA,900,126810,0.3066,3,27.4714,0,0,1.71696,2021-03-04 12:09:28,NA,NA,NA,NA,2016
363,WS15 site IV,WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Willow-based evapotranspiration systems for on-site wastewater effluent in areas of low permeability subsoils"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""92"",""issue"":""undefined"",""startpage"":""199"",""endpage"":""209"",""doi"":""10.1016/j.ecoleng.2016.03.032"",""wos"":""undefined""}",NA,89.6,NA,48.6,12.1,8.8,NA,NA,9.8,42.6,NA,NA,0.59,NA,NA,10.6,390000,12.8,NA,NA,900,126810,0.3066,3,27.4714,0,0,2.69808,2021-03-04 12:09:28,NA,NA,NA,NA,2016
364,WS15 site VI,WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Willow-based evapotranspiration systems for on-site wastewater effluent in areas of low permeability subsoils"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""92"",""issue"":""undefined"",""startpage"":""199"",""endpage"":""209"",""doi"":""10.1016/j.ecoleng.2016.03.032"",""wos"":""undefined""}",NA,92.3,NA,43.3,18.4,12.3,NA,NA,9.8,42.6,NA,NA,0.59,NA,NA,10.6,5500000000000,24.6,NA,NA,432,57106.5,0.3268,4,30.1636,0,0,4.01964,2021-03-04 12:09:28,NA,NA,NA,NA,2016
365,WS17,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Rastas Amofah L., Mattsson J., Hedström A."",""title"":""Willow bed fertigated with domestic wastewater to recover nutrients in subarctic climates"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2012"",""volume"":""47"",""issue"":""undefined"",""startpage"":""174"",""endpage"":""181"",""doi"":""10.1016/j.ecoleng.2012.06.030"",""wos"":""undefined""}",150,34.7826,245,7.85728,20.257,5.21739,NA,19.5,19.8261,49,NA,13.7748,NA,NA,NA,8,NA,NA,NA,NA,32,834.783,0.736,NA,11.008,96.048,3.24423,0,2021-03-04 12:09:28,NA,NA,NA,NA,2012
366,WS18 B,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,570,24698.7,0.4431,1,17.9456,0,0,2.54783,2021-03-04 12:09:28,NA,NA,NA,NA,2015
367,WS18 D,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,464,18433.3,0.4833,4,19.5737,0,0,2.77898,2021-03-04 12:09:28,NA,NA,NA,NA,2015
368,WS18 E,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,24,153600,0.003,NA,0.1215,0,0,0.01725,2021-03-04 12:09:28,NA,NA,NA,NA,2015
369,WS18 G,WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,340,NA,NA,NA,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
370,WS18 H(1),WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,260,27534.5,0.1813,2,7.34265,0,0,1.04247,2021-03-04 12:09:28,NA,NA,NA,NA,2015
371,WS18 H(2),WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,260,27534.5,0.1813,2,7.34265,0,0,1.04247,2021-03-04 12:09:28,NA,NA,NA,NA,2015
372,WS18 I(1),WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,216,25380.7,0.1634,2,6.6177,0,0,0.93955,2021-03-04 12:09:28,NA,NA,NA,NA,2015
373,WS18 I(2),WS,WS,Secondary treated wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,216,25380.7,0.1634,2,6.6177,0,0,0.93955,2021-03-04 12:09:28,NA,NA,NA,NA,2015
374,WS18 J,WS,WS,Pretreated domestic wastewater,NA,"{""authors"":""Curneen S., Gill LW."",""title"":""Upflow evapotranspiration system for treatment of on-site wastewater effluent"",""journal"":""WATER"",""year"":""2015"",""volume"":""7"",""issue"":""12"",""startpage"":""2037"",""endpage"":""2059"",""doi"":""10.3390/w7052037"",""wos"":""undefined""}",NA,50.3,377,NA,NA,NA,6.3,NA,9.8,42.6,NA,NA,NA,0.55,NA,10.6,920000,10.3,NA,NA,170,9881.93,0.3303,3,13.3771,0,0,1.89922,2021-03-04 12:09:28,NA,NA,NA,NA,2015
375,NA,NA,HSSF,primary treated domestic wastewater,NA,"{""doc_type"":""article"",""title"":""NUTRIENT UPTAKE EFFICIENCY AND GROWTH OF TWO AQUATIC MACROPHYTE SPECIES UNDER CONSTRUCTED WETLANDS, ETHIOPIA"",""authors"":""Yezbie Kassa, Seyoum Mengistou"",""publisher"":""Ethiop. J. Sci."",""year"":2014,""DOI"":""""}",NA,NA,NA,119.0323496,NA,NA,35.35,NA,NA,NA,49.5341016,NA,NA,12.27,17.2,NA,NA,NA,NA,NA,1.3,7,0.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,2011
